date,time,pickup_location,dropoff_location,trip_distance_km,trip_duration_min,surge_multiplier,driver_utilization_percent,weather_condition,dispatching_base_number,fare_amount,trip_frequency_bucket
08-01-2022,15:31,Gachibowli,Begumpet,15.55,28.87,1.56,52,Clear,HYD004,484.57,Medium
08-01-2022,22:32,Miyapur,Kukatpally,8.3,18.89,1.24,90,Clear,HYD002,242.49,Low
08-01-2022,10:17,Charminar,Madhapur,17.55,33.67,2.03,76,Clear,HYD001,703.4,Medium
08-01-2022,09:34,Hitech City,Madhapur,2.0,6.41,2.07,93,Clear,HYD002,175.59,High
08-01-2022,10:02,Kukatpally,Gachibowli,11.48,21.6,2.23,91,Clear,HYD005,530.75,Medium
09-01-2022,17:55,Secunderabad,Madhapur,15.9,45.82,1.77,62,Clear,HYD005,582.86,High
09-01-2022,09:34,Begumpet,Jubilee Hills,9.26,24.18,2.13,92,Clear,HYD001,474.61,High
09-01-2022,07:48,Jubilee Hills,Ameerpet,6.66,12.21,1.35,93,Clear,HYD002,221.79,Low
09-01-2022,18:43,Jubilee Hills,LB Nagar,23.01,48.02,1.81,89,Clear,HYD001,822.9,High
09-01-2022,12:47,Gachibowli,Jubilee Hills,8.49,19.37,1.71,69,Clear,HYD003,327.42,Medium
09-01-2022,20:50,LB Nagar,Jubilee Hills,23.4,55.49,1.4,76,Clear,HYD002,636.79,Medium
09-01-2022,15:31,Hitech City,Secunderabad,18.03,57.6,1.27,50,Clear,HYD004,510.77,Low
09-01-2022,13:27,Charminar,Begumpet,14.4,37.35,1.49,45,Cloudy,HYD003,453.24,Medium
09-01-2022,17:41,Begumpet,Ameerpet,2.39,6.18,1.91,40,Clear,HYD002,180.0,High
09-01-2022,14:08,Madhapur,Charminar,18.42,43.23,1.2,84,Clear,HYD002,460.16,Low
09-01-2022,14:14,Jubilee Hills,Banjara Hills,6.84,20.79,1.32,88,Clear,HYD002,238.68,Low
09-01-2022,17:43,Begumpet,Banjara Hills,5.38,17.79,2.04,49,Clear,HYD004,313.27,High
09-01-2022,16:28,Charminar,Banjara Hills,10.01,29.47,1.35,90,Clear,HYD002,314.58,Low
09-01-2022,09:41,Banjara Hills,Gachibowli,15.13,32.19,2.1,82,Clear,HYD003,669.34,High
09-01-2022,08:38,LB Nagar,Charminar,12.02,31.32,2.24,47,Clear,HYD002,593.94,High
09-01-2022,14:38,Banjara Hills,Madhapur,10.6,34.94,1.28,66,Clear,HYD003,329.74,Low
09-01-2022,15:11,Kukatpally,Banjara Hills,11.22,35.16,1.13,72,Clear,HYD003,300.39,Low
09-01-2022,16:32,Jubilee Hills,Kukatpally,9.09,28.11,1.31,72,Clear,HYD002,283.08,Low
09-01-2022,22:09,LB Nagar,Hitech City,29.09,60.64,1.26,86,Cloudy,HYD002,701.74,Low
09-01-2022,05:05,Jubilee Hills,Banjara Hills,6.46,13.67,1.47,85,Clear,HYD002,229.39,Low
09-01-2022,17:10,Kukatpally,Hitech City,7.36,14.1,1.72,57,Clear,HYD001,306.34,High
09-01-2022,18:01,Hitech City,Kukatpally,6.98,21.94,1.91,63,Clear,HYD001,343.77,High
09-01-2022,14:36,Begumpet,Jubilee Hills,7.83,15.08,1.27,40,Cloudy,HYD001,235.9,Low
09-01-2022,20:00,Charminar,Ameerpet,12.73,31.16,1.54,85,Clear,HYD004,425.23,Medium
09-01-2022,09:15,Jubilee Hills,Hitech City,4.7,14.59,2.02,91,Clear,HYD005,270.99,High
09-01-2022,23:25,Banjara Hills,LB Nagar,19.79,38.12,1.25,58,Clear,HYD005,475.26,Low
09-01-2022,18:47,Madhapur,Charminar,18.21,38.94,2.04,88,Clear,HYD002,764.98,High
09-01-2022,08:59,Jubilee Hills,Ameerpet,5.71,14.34,2.22,82,Cloudy,HYD004,322.81,High
09-01-2022,20:46,Gachibowli,Banjara Hills,14.05,24.28,1.58,57,Clear,HYD001,434.53,Medium
09-01-2022,04:14,LB Nagar,Jubilee Hills,25.89,63.84,1.15,92,Cloudy,HYD004,567.32,Low
09-01-2022,06:36,Ameerpet,Kukatpally,9.43,27.98,1.55,93,Clear,HYD003,344.21,Medium
09-01-2022,10:17,Charminar,Banjara Hills,10.1,29.83,1.59,60,Cloudy,HYD004,373.96,Medium
09-01-2022,07:22,Charminar,LB Nagar,10.98,29.27,1.34,84,Clear,HYD005,340.48,Low
09-01-2022,04:53,Hitech City,Begumpet,11.02,29.76,1.41,51,Clear,HYD001,344.24,Low
09-01-2022,22:54,Kukatpally,Madhapur,7.12,19.2,1.3,93,Clear,HYD002,222.96,Low
10-01-2022,07:52,Jubilee Hills,Hitech City,5.13,9.07,1.12,44,Clear,HYD001,156.74,Low
10-01-2022,23:12,Miyapur,Kukatpally,9.0,27.6,1.16,69,Cloudy,HYD001,244.57,Low
10-01-2022,08:36,Jubilee Hills,Kukatpally,8.72,21.35,1.58,57,Clear,HYD003,333.02,Medium
10-01-2022,13:09,Ameerpet,Miyapur,16.65,45.04,1.22,43,Clear,HYD001,429.54,Low
10-01-2022,09:08,Jubilee Hills,Charminar,15.28,29.06,1.9,41,Clear,HYD004,586.31,Medium
10-01-2022,18:22,Kukatpally,Madhapur,7.16,18.01,1.66,41,Clear,HYD003,288.84,Medium
10-01-2022,16:01,Gachibowli,Ameerpet,15.32,35.33,1.12,50,Clear,HYD001,347.97,Low
10-01-2022,09:15,Gachibowli,Madhapur,6.75,12.06,1.9,94,Clear,HYD004,301.99,Medium
10-01-2022,11:53,Begumpet,Charminar,12.62,32.35,1.07,85,Clear,HYD003,296.63,Low
10-01-2022,22:36,Begumpet,Miyapur,19.22,35.79,1.19,51,Cloudy,HYD004,445.09,Low
10-01-2022,04:03,Charminar,Miyapur,25.93,57.73,1.18,48,Clear,HYD003,575.47,Low
10-01-2022,18:58,Hitech City,Ameerpet,9.01,19.33,1.89,95,Cloudy,HYD003,398.45,Medium
10-01-2022,22:23,Secunderabad,Miyapur,21.91,66.67,1.03,67,Clear,HYD004,457.56,Low
10-01-2022,17:11,Secunderabad,LB Nagar,17.31,30.74,1.61,51,Cloudy,HYD004,548.78,Medium
10-01-2022,10:44,Gachibowli,Begumpet,15.52,51.65,1.69,89,Clear,HYD005,598.99,Low
10-01-2022,03:38,Hitech City,Miyapur,7.61,16.53,1.03,55,Cloudy,HYD003,190.44,Low
10-01-2022,23:10,Miyapur,Banjara Hills,19.91,40.65,1.07,53,Clear,HYD002,400.7,Low
10-01-2022,17:22,Gachibowli,Banjara Hills,15.65,49.9,1.71,66,Clear,HYD004,572.45,Medium
10-01-2022,20:22,LB Nagar,Jubilee Hills,22.8,52.31,1.13,50,Cloudy,HYD004,513.44,Low
10-01-2022,06:54,Ameerpet,Hitech City,9.0,24.07,1.07,50,Clear,HYD001,234.0,Low
10-01-2022,15:57,Banjara Hills,Jubilee Hills,6.65,14.03,1.01,50,Clear,HYD005,171.65,Low
10-01-2022,20:10,Ameerpet,Begumpet,2.36,4.1,1.11,74,Clear,HYD003,102.37,Low
10-01-2022,17:19,Charminar,Banjara Hills,8.39,18.16,1.58,67,Cloudy,HYD001,304.2,Medium
10-01-2022,10:42,Miyapur,Madhapur,9.19,28.06,1.72,70,Clear,HYD001,394.18,Low
10-01-2022,10:25,Kukatpally,LB Nagar,32.0,85.31,1.59,64,Clear,HYD003,985.01,Low
10-01-2022,08:02,Gachibowli,LB Nagar,32.0,87.89,1.43,82,Clear,HYD001,918.84,Medium
10-01-2022,06:22,LB Nagar,Jubilee Hills,27.27,58.38,1.17,66,Clear,HYD005,623.12,Low
10-01-2022,17:59,Kukatpally,Miyapur,9.13,20.99,1.95,72,Clear,HYD005,415.14,Medium
10-01-2022,21:51,Madhapur,Secunderabad,17.03,49.83,1.09,50,Cloudy,HYD002,410.07,Low
10-01-2022,19:08,Ameerpet,Kukatpally,8.32,16.86,1.91,78,Clear,HYD003,355.96,Medium
11-01-2022,10:46,Banjara Hills,Begumpet,5.22,12.65,1.54,95,Clear,HYD001,218.03,Low
11-01-2022,18:39,Madhapur,LB Nagar,29.85,89.94,1.78,46,Clear,HYD001,1080.1,Medium
11-01-2022,15:06,Gachibowli,Madhapur,6.84,12.46,1.13,70,Clear,HYD001,186.9,Low
11-01-2022,08:25,Begumpet,Miyapur,17.99,36.23,1.84,55,Clear,HYD001,646.58,Medium
11-01-2022,18:58,Gachibowli,Jubilee Hills,7.72,14.52,1.64,84,Clear,HYD001,294.77,Medium
11-01-2022,22:14,Begumpet,Hitech City,13.22,31.07,1.05,81,Cloudy,HYD001,293.8,Low
11-01-2022,08:13,Jubilee Hills,LB Nagar,26.19,47.99,1.66,59,Cloudy,HYD005,789.02,Medium
11-01-2022,12:49,LB Nagar,Miyapur,32.0,90.24,1.35,69,Cloudy,HYD001,837.9,Low
11-01-2022,21:45,Charminar,Hitech City,19.19,44.47,1.18,55,Clear,HYD003,461.32,Low
11-01-2022,14:28,Begumpet,LB Nagar,20.37,51.04,1.18,84,Clear,HYD001,495.53,Low
11-01-2022,09:24,Ameerpet,Charminar,13.74,26.37,1.51,53,Clear,HYD003,416.33,Medium
11-01-2022,17:32,Ameerpet,Secunderabad,6.52,11.68,1.8,56,Clear,HYD005,274.6,Medium
11-01-2022,19:19,Secunderabad,Miyapur,21.36,38.58,1.73,59,Cloudy,HYD005,688.08,Medium
11-01-2022,19:25,Madhapur,Banjara Hills,8.81,15.11,1.92,78,Cloudy,HYD005,378.18,Medium
11-01-2022,09:43,Banjara Hills,LB Nagar,16.74,28.86,1.83,85,Clear,HYD003,588.14,Medium
11-01-2022,08:33,Charminar,Ameerpet,13.61,25.81,1.73,86,Clear,HYD001,490.1,Medium
11-01-2022,17:18,Gachibowli,Kukatpally,11.61,22.82,2.0,61,Clear,HYD002,506.02,Medium
11-01-2022,17:40,Kukatpally,Secunderabad,13.81,35.86,1.83,58,Clear,HYD001,546.28,Medium
11-01-2022,14:47,Gachibowli,Madhapur,6.68,18.98,1.07,62,Clear,HYD002,177.98,Low
11-01-2022,18:19,Jubilee Hills,Hitech City,4.81,10.32,1.56,80,Clear,HYD005,199.8,Medium
11-01-2022,16:39,Banjara Hills,LB Nagar,19.88,45.0,1.08,43,Cloudy,HYD002,420.59,Low
11-01-2022,07:12,Hitech City,Kukatpally,8.07,14.59,1.03,51,Cloudy,HYD001,195.93,Low
11-01-2022,14:40,Begumpet,Jubilee Hills,8.66,28.74,1.15,88,Clear,HYD002,239.97,Low
11-01-2022,14:48,Banjara Hills,Charminar,9.47,19.75,1.19,42,Clear,HYD005,250.17,Low
11-01-2022,08:23,Ameerpet,Jubilee Hills,6.37,14.14,1.4,54,Clear,HYD003,228.74,Medium
11-01-2022,10:06,Jubilee Hills,Madhapur,3.57,10.28,1.55,86,Cloudy,HYD005,175.88,Low
11-01-2022,16:21,Jubilee Hills,Secunderabad,14.63,36.84,1.07,91,Cloudy,HYD004,323.52,Low
11-01-2022,01:14,Secunderabad,Begumpet,4.76,15.54,1.25,90,Clear,HYD001,177.89,Low
11-01-2022,11:40,Gachibowli,Madhapur,6.5,13.88,1.02,43,Clear,HYD001,169.49,Low
11-01-2022,12:24,Banjara Hills,Madhapur,9.31,18.66,1.31,66,Clear,HYD001,262.2,Low
12-01-2022,17:17,Madhapur,Miyapur,9.61,22.95,1.76,58,Cloudy,HYD001,389.01,Medium
12-01-2022,18:31,Charminar,Miyapur,25.82,68.94,1.6,58,Clear,HYD002,837.23,Medium
12-01-2022,04:31,Charminar,LB Nagar,11.03,36.67,1.18,82,Clear,HYD004,314.33,Low
12-01-2022,08:05,LB Nagar,Banjara Hills,19.25,58.56,1.52,58,Clear,HYD003,643.36,Medium
12-01-2022,13:06,Begumpet,Ameerpet,2.62,6.52,1.23,94,Clear,HYD001,115.0,Low
12-01-2022,00:08,Miyapur,Secunderabad,20.87,52.01,1.45,45,Clear,HYD003,627.73,Low
12-01-2022,19:11,Banjara Hills,Kukatpally,12.21,28.44,1.84,66,Cloudy,HYD002,484.18,Medium
12-01-2022,07:44,Secunderabad,Ameerpet,7.98,14.8,1.18,76,Clear,HYD004,216.72,Low
12-01-2022,08:24,Hitech City,Miyapur,7.29,14.76,1.89,71,Cloudy,HYD001,319.51,Medium
12-01-2022,20:28,Ameerpet,Begumpet,2.32,5.96,1.14,76,Clear,HYD005,106.45,Low
12-01-2022,09:42,Hitech City,Madhapur,2.0,4.01,1.73,62,Clear,HYD004,142.42,Medium
12-01-2022,08:52,LB Nagar,Miyapur,32.0,66.35,1.82,95,Clear,HYD002,1118.11,Medium
12-01-2022,06:31,Hitech City,Charminar,19.04,50.26,1.11,92,Clear,HYD002,430.84,Low
12-01-2022,06:28,Madhapur,Kukatpally,6.19,14.03,1.2,41,Clear,HYD001,192.96,Low
12-01-2022,12:02,LB Nagar,Madhapur,25.29,77.64,1.29,72,Clear,HYD005,660.97,Low
12-01-2022,08:42,Kukatpally,Hitech City,7.12,22.58,1.63,79,Clear,HYD005,300.63,Medium
12-01-2022,14:42,Hitech City,LB Nagar,27.38,53.15,1.07,91,Clear,HYD003,563.45,Low
12-01-2022,15:23,Secunderabad,Banjara Hills,7.62,21.99,1.14,46,Clear,HYD003,220.05,Low
12-01-2022,16:12,Banjara Hills,Kukatpally,11.74,22.0,1.07,42,Clear,HYD005,270.12,Low
12-01-2022,07:57,Kukatpally,LB Nagar,30.7,53.77,1.1,43,Clear,HYD005,618.0,Low
12-01-2022,21:53,Madhapur,Kukatpally,7.36,14.12,1.14,92,Cloudy,HYD002,193.43,Low
12-01-2022,07:42,Madhapur,Miyapur,9.96,22.49,1.2,88,Clear,HYD002,276.72,Low
12-01-2022,09:21,Gachibowli,LB Nagar,32.0,94.35,1.84,93,Clear,HYD005,1177.88,Medium
12-01-2022,20:45,Secunderabad,LB Nagar,17.1,47.91,1.06,83,Clear,HYD002,378.2,Low
12-01-2022,23:41,Begumpet,Madhapur,10.51,21.88,1.15,77,Clear,HYD005,265.77,Low
12-01-2022,22:45,Jubilee Hills,Secunderabad,13.95,25.91,1.17,73,Clear,HYD001,340.67,Low
12-01-2022,02:09,Ameerpet,Secunderabad,6.59,17.54,1.59,49,Cloudy,HYD001,271.96,Low
12-01-2022,17:18,Charminar,Madhapur,16.57,31.23,1.93,95,Clear,HYD002,646.79,Medium
12-01-2022,18:35,Jubilee Hills,Charminar,14.88,28.3,1.85,64,Clear,HYD004,536.26,Medium
12-01-2022,12:50,Miyapur,Hitech City,8.85,28.07,1.16,95,Clear,HYD004,257.96,Low
13-01-2022,19:58,Miyapur,Secunderabad,21.79,46.69,1.6,52,Clear,HYD003,692.39,Medium
13-01-2022,13:43,Banjara Hills,Charminar,10.13,19.93,1.11,56,Clear,HYD002,241.75,Low
13-01-2022,08:54,Gachibowli,Ameerpet,13.9,27.74,1.48,43,Clear,HYD005,417.58,Medium
13-01-2022,19:19,Kukatpally,Miyapur,8.55,26.66,1.76,73,Clear,HYD001,382.55,Medium
13-01-2022,18:10,Jubilee Hills,Madhapur,3.53,10.83,1.61,63,Clear,HYD003,183.72,Medium
13-01-2022,08:48,Madhapur,LB Nagar,28.06,61.13,1.72,62,Cloudy,HYD004,891.06,Medium
13-01-2022,09:41,Madhapur,Miyapur,8.74,28.08,1.59,47,Cloudy,HYD004,349.1,Medium
13-01-2022,09:46,Gachibowli,Ameerpet,15.63,29.33,1.8,42,Clear,HYD003,560.61,Medium
13-01-2022,21:12,Hitech City,Madhapur,2.0,6.11,1.15,80,Cloudy,HYD001,100.51,Low
13-01-2022,08:40,Charminar,Secunderabad,12.85,39.0,1.75,89,Clear,HYD004,523.93,Medium
13-01-2022,17:04,Secunderabad,Miyapur,20.79,48.34,1.54,90,Clear,HYD003,614.19,Medium
13-01-2022,15:36,Charminar,Hitech City,19.35,45.23,1.06,47,Clear,HYD005,408.43,Low
13-01-2022,00:46,Madhapur,Banjara Hills,10.33,22.17,1.23,46,Clear,HYD003,289.88,Low
13-01-2022,19:19,Madhapur,Banjara Hills,9.37,16.66,1.91,50,Clear,HYD005,379.0,Medium
13-01-2022,08:47,Jubilee Hills,Madhapur,3.36,7.01,1.84,95,Clear,HYD003,205.27,Medium
13-01-2022,22:00,LB Nagar,Madhapur,26.11,83.73,1.08,45,Clear,HYD003,586.65,Low
13-01-2022,08:47,Secunderabad,Hitech City,16.08,28.89,1.47,79,Cloudy,HYD003,456.29,Medium
13-01-2022,08:11,Miyapur,Madhapur,9.9,18.29,1.9,75,Cloudy,HYD001,409.19,Medium
13-01-2022,10:04,Gachibowli,Banjara Hills,14.03,30.2,1.58,55,Cloudy,HYD001,467.23,Low
13-01-2022,09:04,Charminar,Jubilee Hills,14.8,37.66,1.75,76,Clear,HYD003,533.69,Medium
13-01-2022,19:27,Begumpet,Ameerpet,2.35,4.5,1.82,63,Clear,HYD002,160.25,Medium
13-01-2022,17:21,Kukatpally,LB Nagar,29.39,56.57,1.55,45,Clear,HYD003,856.65,Medium
13-01-2022,20:08,LB Nagar,Charminar,10.87,19.72,1.02,72,Clear,HYD001,227.29,Low
13-01-2022,19:37,Jubilee Hills,Miyapur,11.97,38.56,1.95,81,Clear,HYD002,538.77,Medium
13-01-2022,11:14,Madhapur,Gachibowli,5.86,13.26,1.07,55,Clear,HYD005,156.2,Low
13-01-2022,17:48,LB Nagar,Begumpet,19.79,56.42,1.83,87,Cloudy,HYD004,781.58,Medium
13-01-2022,21:02,Charminar,LB Nagar,10.8,28.81,1.13,90,Clear,HYD003,276.58,Low
13-01-2022,12:58,Kukatpally,Ameerpet,8.25,17.05,1.39,57,Clear,HYD003,268.43,Low
13-01-2022,16:36,Begumpet,Kukatpally,10.09,25.01,1.17,64,Clear,HYD002,268.02,Low
13-01-2022,15:22,Hitech City,LB Nagar,31.56,57.24,1.18,54,Clear,HYD001,678.41,Low
14-01-2022,14:17,Charminar,Begumpet,12.48,31.0,1.02,91,Clear,HYD003,270.68,Low
14-01-2022,18:30,Miyapur,Kukatpally,8.43,18.04,1.71,48,Clear,HYD005,326.75,Medium
14-01-2022,16:08,Miyapur,LB Nagar,32.0,69.24,1.05,65,Clear,HYD005,615.78,Low
14-01-2022,22:40,Ameerpet,Secunderabad,7.74,13.62,1.12,70,Clear,HYD002,199.79,Low
14-01-2022,08:26,Madhapur,Begumpet,11.05,20.75,1.73,86,Clear,HYD003,400.29,Medium
14-01-2022,21:38,Madhapur,Banjara Hills,9.26,22.63,1.04,72,Clear,HYD004,228.52,Low
14-01-2022,19:38,Banjara Hills,Charminar,9.2,19.4,1.89,47,Clear,HYD001,393.04,Medium
14-01-2022,14:08,Madhapur,LB Nagar,30.11,54.34,1.13,63,Cloudy,HYD001,626.05,Low
14-01-2022,17:27,Charminar,LB Nagar,12.12,29.7,1.87,84,Clear,HYD005,504.45,Medium
14-01-2022,07:08,Gachibowli,LB Nagar,32.0,57.36,1.12,56,Clear,HYD002,656.41,Low
14-01-2022,00:47,Ameerpet,Miyapur,16.32,36.49,1.28,66,Clear,HYD003,436.9,Low
14-01-2022,07:27,Miyapur,Madhapur,8.76,16.16,1.07,83,Clear,HYD004,206.88,Low
14-01-2022,18:26,LB Nagar,Madhapur,28.1,69.4,1.63,62,Clear,HYD004,878.62,Medium
14-01-2022,18:54,Miyapur,Banjara Hills,19.63,46.02,1.58,65,Clear,HYD003,608.07,Medium
14-01-2022,19:39,Secunderabad,Miyapur,23.36,67.6,1.5,49,Cloudy,HYD004,694.18,Medium
14-01-2022,21:27,Banjara Hills,Begumpet,5.08,12.54,1.14,65,Clear,HYD005,165.02,Low
14-01-2022,17:18,Secunderabad,Madhapur,14.06,27.08,1.75,94,Clear,HYD005,483.36,Medium
14-01-2022,09:02,Madhapur,LB Nagar,28.3,77.4,1.42,40,Clear,HYD002,781.81,Medium
14-01-2022,06:17,Jubilee Hills,Hitech City,5.11,12.32,1.0,45,Clear,HYD005,142.3,Low
14-01-2022,09:53,LB Nagar,Miyapur,32.0,55.85,1.7,65,Clear,HYD005,964.85,Medium
14-01-2022,00:11,Jubilee Hills,Madhapur,3.22,10.05,1.58,56,Clear,HYD005,178.26,Low
14-01-2022,19:36,Gachibowli,LB Nagar,32.0,69.63,1.88,69,Cloudy,HYD004,1174.39,Medium
14-01-2022,20:55,Ameerpet,LB Nagar,19.13,59.94,1.2,54,Clear,HYD003,496.2,Low
14-01-2022,12:22,LB Nagar,Madhapur,25.34,47.3,1.13,92,Clear,HYD003,545.02,Low
14-01-2022,06:59,Begumpet,LB Nagar,19.24,53.16,1.04,52,Clear,HYD004,423.24,Low
14-01-2022,18:15,Secunderabad,Charminar,14.06,39.21,1.62,49,Clear,HYD001,499.86,Medium
14-01-2022,07:05,Miyapur,Secunderabad,22.36,74.07,1.19,63,Cloudy,HYD005,579.94,Low
14-01-2022,10:57,Madhapur,Gachibowli,6.32,10.92,1.54,76,Cloudy,HYD002,233.18,Low
14-01-2022,05:51,Jubilee Hills,LB Nagar,27.11,87.67,1.17,69,Clear,HYD001,670.91,Low
14-01-2022,17:29,Hitech City,Ameerpet,8.99,24.99,1.66,56,Clear,HYD002,357.35,Medium
15-01-2022,15:15,Gachibowli,LB Nagar,32.0,80.56,1.31,63,Clear,HYD004,827.04,Low
15-01-2022,09:11,Madhapur,Begumpet,11.45,23.16,2.1,94,Cloudy,HYD004,516.86,High
15-01-2022,08:51,Secunderabad,Begumpet,5.04,16.65,1.84,74,Clear,HYD003,270.58,High
15-01-2022,18:19,Gachibowli,Madhapur,6.81,21.72,1.75,93,Clear,HYD001,305.24,High
15-01-2022,13:21,Gachibowli,Jubilee Hills,8.32,18.17,1.43,83,Cloudy,HYD005,273.74,Medium
15-01-2022,08:36,Miyapur,Secunderabad,22.58,39.1,1.82,68,Clear,HYD001,790.07,High
15-01-2022,11:18,Kukatpally,Secunderabad,15.57,28.52,1.41,65,Clear,HYD001,442.11,Medium
15-01-2022,06:21,Charminar,Jubilee Hills,14.28,37.33,1.31,95,Clear,HYD003,398.98,Low
15-01-2022,18:33,Kukatpally,Jubilee Hills,8.13,15.0,1.79,87,Clear,HYD001,340.02,High
15-01-2022,08:25,Banjara Hills,Begumpet,4.86,8.85,1.63,45,Clear,HYD001,218.58,High
15-01-2022,09:09,Banjara Hills,Secunderabad,9.16,22.32,2.0,73,Clear,HYD002,410.78,High
15-01-2022,02:42,Hitech City,Jubilee Hills,5.31,12.28,1.84,84,Cloudy,HYD005,255.01,Medium
15-01-2022,08:38,Kukatpally,Secunderabad,14.96,27.27,1.98,70,Clear,HYD005,614.14,High
15-01-2022,09:05,Kukatpally,Gachibowli,11.52,30.83,1.74,62,Clear,HYD003,460.57,High
15-01-2022,13:00,Secunderabad,Kukatpally,15.54,35.71,1.42,40,Clear,HYD005,446.19,Medium
15-01-2022,11:26,LB Nagar,Jubilee Hills,24.31,70.21,1.29,67,Clear,HYD002,627.27,Medium
15-01-2022,15:51,Madhapur,Secunderabad,14.75,30.49,1.21,48,Clear,HYD003,353.08,Low
15-01-2022,07:29,Madhapur,Kukatpally,6.45,13.54,1.12,51,Clear,HYD001,180.39,Low
15-01-2022,09:08,Secunderabad,Kukatpally,14.89,40.69,1.85,91,Clear,HYD004,582.16,High
15-01-2022,23:29,Secunderabad,Ameerpet,7.0,12.99,1.34,70,Cloudy,HYD002,216.73,Low
15-01-2022,08:53,Gachibowli,Kukatpally,12.65,37.81,1.86,87,Cloudy,HYD001,525.49,High
15-01-2022,08:47,Banjara Hills,Madhapur,10.15,28.27,2.26,86,Clear,HYD001,515.51,High
15-01-2022,18:35,LB Nagar,Banjara Hills,17.46,36.31,2.3,47,Clear,HYD002,784.36,High
15-01-2022,17:20,Ameerpet,Charminar,13.58,29.16,2.01,84,Clear,HYD004,574.26,High
15-01-2022,17:09,Hitech City,Banjara Hills,10.79,24.43,2.06,43,Clear,HYD001,499.84,High
15-01-2022,11:09,Secunderabad,LB Nagar,17.65,52.58,1.53,91,Clear,HYD004,587.05,Medium
15-01-2022,18:01,Secunderabad,Jubilee Hills,12.88,38.09,1.97,84,Cloudy,HYD004,556.99,High
15-01-2022,08:11,LB Nagar,Hitech City,28.67,66.26,2.06,73,Cloudy,HYD002,1103.76,High
15-01-2022,13:52,Gachibowli,Madhapur,6.16,20.52,1.37,94,Clear,HYD003,220.01,Medium
15-01-2022,18:15,Hitech City,Banjara Hills,11.75,25.96,2.01,79,Clear,HYD003,511.51,High
15-01-2022,10:41,Hitech City,Banjara Hills,10.43,21.43,2.02,46,Clear,HYD004,443.61,Medium
15-01-2022,08:02,Madhapur,Secunderabad,16.56,34.05,1.93,78,Clear,HYD001,635.66,High
15-01-2022,00:58,Charminar,Secunderabad,13.03,23.6,1.64,66,Clear,HYD003,441.26,Medium
15-01-2022,19:03,Madhapur,Gachibowli,6.37,12.54,1.7,46,Cloudy,HYD002,269.0,High
15-01-2022,15:12,Charminar,Madhapur,18.94,41.04,1.38,89,Cloudy,HYD005,530.11,Low
16-01-2022,11:29,Secunderabad,Miyapur,22.06,66.95,1.36,74,Cloudy,HYD005,632.47,Medium
16-01-2022,13:22,Hitech City,Madhapur,2.0,5.1,1.56,78,Clear,HYD002,136.03,Medium
16-01-2022,15:13,Jubilee Hills,Madhapur,3.81,10.24,1.31,58,Cloudy,HYD005,158.31,Low
16-01-2022,01:08,Gachibowli,Ameerpet,13.81,38.06,1.56,57,Cloudy,HYD005,475.78,Medium
16-01-2022,14:36,Madhapur,Begumpet,9.54,22.16,1.42,56,Clear,HYD003,301.7,Low
16-01-2022,07:25,Madhapur,Charminar,19.24,38.1,1.38,76,Cloudy,HYD001,527.46,Low
16-01-2022,16:19,Ameerpet,Miyapur,15.85,30.42,1.43,95,Cloudy,HYD001,451.68,Low
16-01-2022,20:14,Secunderabad,Miyapur,24.02,42.66,1.24,60,Clear,HYD005,559.42,Medium
16-01-2022,15:20,LB Nagar,Charminar,10.61,21.61,1.52,45,Cloudy,HYD002,353.17,Medium
16-01-2022,13:50,Jubilee Hills,Begumpet,7.79,24.09,1.33,72,Clear,HYD004,250.99,Medium
16-01-2022,18:08,Begumpet,LB Nagar,20.25,46.21,1.88,55,Clear,HYD002,771.57,High
16-01-2022,06:49,Jubilee Hills,Hitech City,5.13,11.08,1.29,62,Clear,HYD005,174.17,Low
16-01-2022,17:49,Gachibowli,Begumpet,18.3,38.56,1.86,92,Cloudy,HYD002,652.46,High
16-01-2022,08:23,Begumpet,Banjara Hills,4.92,15.6,2.22,40,Cloudy,HYD003,323.95,High
16-01-2022,17:07,Gachibowli,LB Nagar,32.0,81.21,1.87,75,Clear,HYD004,1182.27,High
16-01-2022,16:09,Secunderabad,Miyapur,20.17,43.36,1.16,90,Clear,HYD005,453.04,Low
16-01-2022,09:29,Miyapur,Ameerpet,14.79,30.36,2.06,58,Clear,HYD004,603.8,High
16-01-2022,09:24,LB Nagar,Banjara Hills,19.93,45.57,1.6,75,Clear,HYD001,659.54,High
16-01-2022,04:59,LB Nagar,Gachibowli,31.8,77.29,1.27,55,Clear,HYD005,783.92,Low
16-01-2022,09:03,Miyapur,Gachibowli,9.71,17.58,1.68,49,Cloudy,HYD003,350.41,High
16-01-2022,21:42,Begumpet,Banjara Hills,5.6,12.51,1.48,76,Clear,HYD002,216.36,Medium
16-01-2022,12:19,Madhapur,Hitech City,2.0,5.93,1.58,48,Clear,HYD003,134.02,Medium
16-01-2022,17:57,LB Nagar,Begumpet,19.72,35.37,2.1,44,Cloudy,HYD005,774.4,High
16-01-2022,15:46,Banjara Hills,Charminar,8.9,16.2,1.52,66,Clear,HYD003,300.25,Medium
16-01-2022,13:59,Miyapur,Gachibowli,8.35,23.64,1.5,78,Clear,HYD005,306.38,Medium
16-01-2022,16:38,Charminar,Gachibowli,23.03,57.32,1.35,85,Clear,HYD003,624.02,Low
16-01-2022,08:24,Kukatpally,LB Nagar,27.5,77.52,1.89,66,Clear,HYD002,1022.74,High
